PM10,SO2,CO,O3,Category
0.47368421052631576,0.3333333333333333,0.4207317073170732,0.2345679012345679,1
0.22807017543859648,0.3333333333333333,0.3536585365853659,0.4074074074074074,1
0.15789473684210525,0.3333333333333333,0.2804878048780488,0.2222222222222222,0
0.08771929824561403,0.3333333333333333,0.5121951219512195,0.35802469135802467,1
0.08771929824561403,0.5,0.3048780487804878,0.0,0
0.15789473684210525,0.3333333333333333,0.5914634146341463,0.2222222222222222,1
0.12280701754385964,0.5,0.4268292682926829,0.0,1
0.14035087719298245,0.6666666666666666,0.5304878048780488,0.0,1
0.12280701754385964,0.6666666666666666,0.7195121951219512,0.06172839506172839,2
0.12280701754385964,0.5,0.4451219512195122,0.37037037037037035,1
0.07017543859649122,0.3333333333333333,0.2621951219512195,0.19753086419753085,0
0.05263157894736842,0.3333333333333333,0.29268292682926833,0.1111111111111111,0
0.14035087719298245,0.3333333333333333,0.17682926829268295,0.09876543209876543,0
0.22807017543859648,0.3333333333333333,0.2682926829268293,0.0,0
0.24561403508771928,0.3333333333333333,0.3353658536585366,0.30864197530864196,1
0.17543859649122806,0.3333333333333333,0.27439024390243905,0.0,0
0.17543859649122806,0.3333333333333333,0.3719512195121951,0.0,1
0.2807017543859649,0.5,0.34756097560975613,0.0,1
0.22807017543859648,0.3333333333333333,0.2621951219512195,0.0,0
0.19298245614035087,0.3333333333333333,0.20731707317073172,0.0,0
0.3157894736842105,0.3333333333333333,0.29268292682926833,0.13580246913580246,0
0.5263157894736843,0.3333333333333333,0.3170731707317073,0.09876543209876543,1
0.3333333333333333,0.3333333333333333,0.5487804878048781,0.1728395061728395,1
0.5614035087719298,0.3333333333333333,0.8475609756097561,0.3333333333333333,2
0.5087719298245614,0.3333333333333333,0.36585365853658536,0.30864197530864196,1
0.2807017543859649,0.3333333333333333,0.1951219512195122,0.3333333333333333,0
0.456140350877193,0.3333333333333333,0.28658536585365857,0.24691358024691357,0
0.43859649122807015,0.3333333333333333,0.6524390243902439,0.3333333333333333,2
0.38596491228070173,0.3333333333333333,0.41463414634146345,0.37037037037037035,1
0.3508771929824561,0.3333333333333333,0.36585365853658536,0.5802469135802468,1
0.24561403508771928,0.16666666666666666,0.20121951219512196,0.2962962962962963,0
0.456140350877193,0.3333333333333333,0.22560975609756098,0.18518518518518517,0
0.5087719298245614,0.3333333333333333,0.3536585365853659,0.32098765432098764,1
0.42105263157894735,0.3333333333333333,0.3597560975609756,0.20987654320987653,1
0.24561403508771928,0.3333333333333333,0.32926829268292684,0.18518518518518517,1
0.15789473684210525,0.3333333333333333,0.45121951219512196,0.1111111111111111,1
0.3333333333333333,0.5,0.36585365853658536,0.24691358024691357,1
0.2807017543859649,0.3333333333333333,0.31097560975609756,0.12345679012345678,1
0.42105263157894735,0.16666666666666666,0.2682926829268293,0.6419753086419753,1
0.40350877192982454,0.5,1.0,0.4444444444444444,2
0.14035087719298245,0.3333333333333333,0.2804878048780488,0.1728395061728395,0
0.12280701754385964,0.5,0.3536585365853659,0.2222222222222222,1
0.2807017543859649,0.5,0.29268292682926833,0.20987654320987653,0
0.5263157894736843,0.5,0.3536585365853659,0.20987654320987653,1
0.5789473684210527,0.3333333333333333,0.475609756097561,0.32098765432098764,1
0.3333333333333333,0.3333333333333333,0.49390243902439024,0.37037037037037035,1
0.2982456140350877,0.3333333333333333,0.5792682926829269,0.2839506172839506,1
0.14035087719298245,0.5,0.2378048780487805,0.13580246913580246,0
0.17543859649122806,0.3333333333333333,0.3536585365853659,0.0,1
0.24561403508771928,0.3333333333333333,0.24390243902439024,0.1728395061728395,0
0.07017543859649122,0.3333333333333333,0.2378048780487805,0.1728395061728395,0
0.2982456140350877,0.5,0.43902439024390244,0.14814814814814814,1
0.2631578947368421,0.3333333333333333,0.4451219512195122,0.5802469135802468,1
0.40350877192982454,0.3333333333333333,0.5121951219512195,0.25925925925925924,1
0.736842105263158,0.3333333333333333,0.22560975609756098,0.12345679012345678,0
0.456140350877193,0.3333333333333333,0.36585365853658536,0.38271604938271603,1
0.21052631578947367,0.3333333333333333,0.0975609756097561,0.0,0
0.3333333333333333,0.3333333333333333,0.11585365853658537,0.0,0
0.2982456140350877,0.3333333333333333,0.10975609756097561,0.0,0
0.38596491228070173,0.3333333333333333,0.07317073170731708,0.0,0
0.2807017543859649,0.3333333333333333,0.22560975609756098,0.0,0
0.3508771929824561,0.3333333333333333,0.054878048780487805,0.0,0
0.43859649122807015,0.5,0.38414634146341464,0.0,1
0.3684210526315789,0.3333333333333333,0.4207317073170732,0.2716049382716049,1
0.0,0.3333333333333333,0.11585365853658537,0.0,0
0.2807017543859649,0.6666666666666666,0.12804878048780488,0.24691358024691357,0
0.12280701754385964,0.3333333333333333,0.2682926829268293,0.12345679012345678,0
0.07017543859649122,0.16666666666666666,0.4085365853658537,0.0,1
0.12280701754385964,0.3333333333333333,0.34146341463414637,0.13580246913580246,1
0.07017543859649122,0.3333333333333333,0.25609756097560976,0.35802469135802467,0
0.40350877192982454,0.3333333333333333,0.12804878048780488,0.4444444444444444,0
0.5263157894736843,0.6666666666666666,0.6158536585365854,0.37037037037037035,2
0.8421052631578947,0.3333333333333333,0.31097560975609756,0.3950617283950617,1
0.6140350877192982,0.3333333333333333,0.20121951219512196,0.13580246913580246,0
0.5789473684210527,0.3333333333333333,0.20121951219512196,0.2222222222222222,0
0.3333333333333333,0.3333333333333333,0.17073170731707318,0.0,0
0.456140350877193,0.3333333333333333,0.20121951219512196,0.0,0
0.24561403508771928,0.3333333333333333,0.1524390243902439,0.07407407407407407,0
0.3333333333333333,0.3333333333333333,0.20731707317073172,0.2222222222222222,0
0.3508771929824561,0.16666666666666666,0.22560975609756098,0.2345679012345679,0
0.24561403508771928,0.16666666666666666,0.13414634146341464,0.18518518518518517,0
0.47368421052631576,0.16666666666666666,0.27439024390243905,0.20987654320987653,0
0.21052631578947367,0.16666666666666666,0.1524390243902439,0.25925925925925924,0
0.5087719298245614,0.3333333333333333,0.43902439024390244,0.25925925925925924,1
0.3157894736842105,0.3333333333333333,0.17682926829268295,0.2222222222222222,0
0.4912280701754385,0.5,0.9451219512195123,0.2839506172839506,2
0.5789473684210527,0.16666666666666666,0.1524390243902439,0.48148148148148145,0
0.2807017543859649,0.3333333333333333,0.2621951219512195,0.1728395061728395,0
0.40350877192982454,0.16666666666666666,0.22560975609756098,0.20987654320987653,0
0.3684210526315789,0.16666666666666666,0.18902439024390244,0.0,0
0.2631578947368421,0.16666666666666666,0.10975609756097561,0.14814814814814814,0
0.17543859649122806,0.16666666666666666,0.1402439024390244,0.19753086419753085,0
0.6842105263157894,0.16666666666666666,0.29268292682926833,0.24691358024691357,0
0.8596491228070176,0.3333333333333333,0.34756097560975613,0.18518518518518517,1
0.5263157894736843,0.16666666666666666,0.3048780487804878,0.13580246913580246,0
0.22807017543859648,0.16666666666666666,0.2621951219512195,0.14814814814814814,0
0.05263157894736842,0.16666666666666666,0.10365853658536586,0.0,0
0.24561403508771928,0.16666666666666666,0.3170731707317073,0.09876543209876543,1
0.3684210526315789,0.16666666666666666,0.22560975609756098,0.0,0
0.2807017543859649,0.16666666666666666,0.1951219512195122,0.0,0
0.24561403508771928,0.16666666666666666,0.24390243902439024,0.0,0
0.2807017543859649,0.16666666666666666,0.28658536585365857,0.0,0
0.2982456140350877,0.16666666666666666,0.23170731707317074,0.0,0
0.3333333333333333,0.16666666666666666,0.20731707317073172,0.09876543209876543,0
0.40350877192982454,0.16666666666666666,0.18292682926829268,0.07407407407407407,0
0.6842105263157894,0.16666666666666666,0.21951219512195122,0.14814814814814814,0
1.0,0.3333333333333333,0.3048780487804878,0.19753086419753085,1
0.9824561403508771,0.3333333333333333,0.29878048780487804,0.13580246913580246,1
0.2807017543859649,0.16666666666666666,0.2804878048780488,0.20987654320987653,0
0.5087719298245614,0.3333333333333333,0.34146341463414637,0.1111111111111111,1
0.8596491228070176,0.3333333333333333,0.4085365853658537,0.19753086419753085,1
0.8596491228070176,0.3333333333333333,0.3231707317073171,0.16049382716049382,1
0.5438596491228069,0.16666666666666666,0.22560975609756098,0.13580246913580246,0
0.5087719298245614,0.16666666666666666,0.16463414634146342,0.12345679012345678,0
0.2631578947368421,0.16666666666666666,0.11585365853658537,0.09876543209876543,0
0.42105263157894735,0.3333333333333333,0.18902439024390244,0.024691358024691357,0
0.3157894736842105,0.16666666666666666,0.3902439024390244,0.07407407407407407,1
0.38596491228070173,0.16666666666666666,0.13414634146341464,0.345679012345679,0
0.3684210526315789,0.16666666666666666,0.3536585365853659,0.2345679012345679,1
0.6666666666666667,0.3333333333333333,0.3048780487804878,0.1728395061728395,0
0.5087719298245614,0.16666666666666666,0.22560975609756098,0.1728395061728395,0
0.5087719298245614,0.16666666666666666,0.18292682926829268,0.1111111111111111,0
0.14035087719298245,0.16666666666666666,0.12195121951219512,0.1111111111111111,0
0.47368421052631576,0.3333333333333333,0.18902439024390244,0.12345679012345678,0
0.6491228070175439,0.16666666666666666,0.21341463414634146,0.13580246913580246,0
0.6491228070175439,0.16666666666666666,0.2621951219512195,0.1111111111111111,0
0.5438596491228069,0.3333333333333333,0.3780487804878049,0.18518518518518517,1
0.3333333333333333,0.16666666666666666,0.07926829268292683,0.0,0
0.5263157894736843,0.16666666666666666,0.17073170731707318,0.12345679012345678,0
0.2982456140350877,0.16666666666666666,0.29268292682926833,0.12345679012345678,0
0.07017543859649122,0.16666666666666666,0.09146341463414634,0.0,0
0.2631578947368421,0.16666666666666666,0.10975609756097561,0.0,0
0.21052631578947367,0.16666666666666666,0.3231707317073171,0.1111111111111111,1
0.3333333333333333,0.16666666666666666,0.18292682926829268,0.012345679012345678,0
0.24561403508771928,0.16666666666666666,0.12195121951219512,0.18518518518518517,0
0.3157894736842105,0.16666666666666666,0.11585365853658537,0.04938271604938271,0
